client_id,clnt_tenure_mnth,clnt_age,gendr,num_accts,bal,calls_6_mnth,logons_6_mnth,visitor_id,visit_id,process_step,date_time,variation
2681090,70.0,52.0,U,2.0,53199.95,3.0,6.0,136376133_61951025607,325379641_69736269923_45639,0,2017-04-14 21:55:56,0
2681090,70.0,52.0,U,2.0,53199.95,3.0,6.0,136376133_61951025607,666496629_14042378277_833988,0,2017-04-14 22:02:35,0
2681090,70.0,52.0,U,2.0,53199.95,3.0,6.0,864909343_59147501712,952068803_63194291759_396922,2,2017-04-06 15:26:06,0
2682046,59.0,21.0,U,2.0,40200.05,6.0,9.0,659011251_66702502099,497898958_9810670580_408731,0,2017-05-21 09:55:50,0
2683226,161.0,51.5,F,2.0,29133.46,2.0,6.0,963999246_41161966141,992988639_15130633277_267152,4,2017-03-30 16:33:06,0
2683336,259.0,64.5,F,2.0,58233.61,1.0,4.0,302245674_40379658448,630560484_66667067122_898505,4,2017-03-22 20:30:47,0
2684004,68.0,70.5,F,2.0,89388.08,2.0,5.0,172423761_29804493024,269729333_28996106882_894554,4,2017-04-13 13:03:57,0
2684004,68.0,70.5,F,2.0,89388.08,2.0,5.0,172423761_29804493024,483204985_59379707626_189257,3,2017-04-13 11:36:07,0
2685804,155.0,44.5,M,2.0,121542.1,2.0,5.0,819111782_86494292357,708363276_90296169273_533563,4,2017-04-05 12:15:31,0
2686029,202.0,69.0,F,2.0,87864.42,0.0,3.0,511023210_90531251630,605681035_25930066950_970045,2,2017-04-17 17:51:21,0
2687012,154.0,63.0,F,2.0,56390.55,0.0,3.0,986965217_77055648575,603759586_83799233236_785971,4,2017-06-04 10:17:39,0
2688470,58.0,22.5,U,2.0,39351.91,3.0,6.0,594444755_36480898857,209477915_58312615114_170652,4,2017-03-29 19:16:50,0
2688576,252.0,64.0,F,2.0,38139.29,2.0,5.0,303091228_59085411683,817475771_15255372878_459353,1,2017-03-29 12:52:33,0
2689442,72.0,24.5,U,2.0,42196.7,2.0,5.0,262270842_88870002564,387581451_16271162242_594803,4,2017-04-18 11:13:33,0
2690825,70.0,35.5,U,2.0,34979.06,1.0,4.0,915993935_58307648552,236378354_95112227060_927653,1,2017-04-12 16:04:38,0
2690825,70.0,35.5,U,2.0,34979.06,1.0,4.0,785685107_51056131261,856443811_74304968197_849869,1,2017-04-14 10:45:11,0
2690825,70.0,35.5,U,2.0,34979.06,1.0,4.0,915993935_58307648552,91320938_2599419288_104363,3,2017-04-02 01:09:56,0
2692109,189.0,58.5,F,2.0,25029.5,0.0,3.0,13018200_412346192,652302621_39589561044_739054,4,2017-03-29 16:11:40,0
2693746,172.0,51.5,M,2.0,35206.61,0.0,3.0,634733955_85695938155,70092629_593146615_693062,4,2017-03-29 14:31:51,0
2694857,130.0,49.0,F,2.0,45963.13,6.0,9.0,583911479_78093812007,467925815_10240280147_674711,1,2017-06-04 16:18:07,0
2695688,71.0,41.5,U,2.0,118152.43,5.0,8.0,143990598_6042677577,941783981_79333372598_245320,4,2017-04-19 23:12:37,0
2697914,186.0,36.0,U,2.0,77452.7,3.0,6.0,117108693_12808175433,444459653_10337021997_417600,2,2017-03-29 11:53:08,0
2698324,189.0,35.0,M,2.0,57436.58,1.0,4.0,894780631_69511823586,734311673_78997581463_413952,0,2017-05-20 08:39:19,0
2698849,57.0,45.5,U,2.0,37350.12,2.0,5.0,751673660_16680764079,891744976_69805344339_431798,4,2017-04-02 08:47:10,0
2701538,60.0,65.0,U,2.0,59744.01,1.0,4.0,698775567_50827065510,570111078_27353018385_546283,4,2017-05-23 15:04:58,0
2704747,162.0,18.0,F,2.0,25978.11,1.0,4.0,854393923_80250727623,275522616_13200763702_380141,4,2017-05-15 12:06:34,0
2704884,111.0,59.5,M,2.0,78966.62,6.0,9.0,798847214_67798908414,580725427_31717211567_787609,4,2017-04-14 16:21:07,0
2706190,133.0,43.5,F,2.0,49514.33,6.0,9.0,12395463_51191618573,788041253_32802233165_734464,4,2017-03-29 16:42:48,0
2706190,133.0,43.5,F,2.0,49514.33,6.0,9.0,375502717_9803369995,877123008_72220755485_448697,0,2017-04-02 13:36:52,0
2706190,133.0,43.5,F,2.0,49514.33,6.0,9.0,900295784_21672319027,943687266_98032437448_383725,1,2017-04-03 16:05:31,0
2706512,96.0,49.5,U,2.0,32664.28,2.0,5.0,818682852_65814079093,23268887_37475182930_50913,4,2017-03-29 12:53:49,0
2706662,168.0,59.5,M,2.0,62362.54,0.0,3.0,936592017_86739735619,27415594_77468970161_865563,4,2017-04-08 15:28:12,0
2707225,190.0,45.0,M,2.0,122398.87,1.0,4.0,31703815_53282882359,51021242_27061135516_83995,0,2017-04-07 17:32:56,0
2707257,73.0,29.0,U,2.0,82147.66,3.0,7.0,587644020_26305479956,77072573_13282706861_403092,4,2017-05-22 17:06:29,0
2708001,81.0,26.0,U,2.0,34995.18,2.0,5.0,387488045_5118748959,408118778_68940797602_992867,4,2017-06-20 11:59:01,0
2708685,71.0,34.0,U,2.0,46133.48,0.0,3.0,302356773_39283137214,331150063_37693785269_673289,0,2017-05-29 11:44:00,0
2708685,71.0,34.0,U,2.0,46133.48,0.0,3.0,302356773_39283137214,662002252_85062479855_862184,0,2017-06-18 15:58:05,0
2709822,94.0,87.0,U,2.0,46362.6,0.0,3.0,837509450_68339034351,604033233_93994166750_780764,4,2017-05-24 18:18:48,0
2710107,196.0,44.0,M,2.0,45596.21,4.0,7.0,566026097_80534040898,800557921_35627032769_153666,0,2017-05-21 19:53:58,0
2711126,347.0,65.5,M,2.0,82812.79000000001,4.0,7.0,585100887_58428278634,512830416_4855376713_243282,0,2017-04-15 13:17:52,0
2711126,347.0,65.5,M,2.0,82812.79000000001,4.0,7.0,466387718_43320249324,757687682_89881205924_807274,4,2017-04-15 13:36:41,0
2711657,96.0,25.0,U,2.0,35790.05,6.0,9.0,357159052_44096714084,261322452_54754688188_682961,3,2017-04-09 10:55:25,0
2711987,128.0,52.0,M,2.0,28648.08,0.0,3.0,679552355_85352876684,503958022_77578248693_548130,1,2017-06-15 16:18:03,0
2712083,216.0,52.0,F,2.0,86804.58,1.0,4.0,221326978_21539597904,818049432_88500330898_140509,0,2017-04-07 11:21:23,0
2712440,182.0,34.0,F,2.0,77186.17,2.0,5.0,319631275_79888348622,522251316_11204311294_576447,0,2017-04-10 00:01:48,0
2712496,154.0,35.0,F,2.0,70380.66,4.0,7.0,189159680_1746654686,974864405_17711565623_543872,4,2017-05-23 12:06:16,0
2712519,136.0,33.0,M,2.0,27222.09,1.0,4.0,635488786_47826714249,548864121_46760171798_262049,4,2017-05-01 22:57:26,0
2713472,44.0,29.5,U,2.0,45336.94,0.0,3.0,852233789_45924633388,802158752_54722190579_544595,4,2017-04-16 10:27:12,0
2714285,186.0,67.0,M,2.0,85511.32,0.0,4.0,788396469_36745792337,914347189_4342983748_802741,3,2017-04-20 11:11:56,0
2714922,146.0,42.0,F,2.0,23849.39,1.0,4.0,627775397_24364844429,191586669_40154807847_388674,4,2017-06-18 14:37:00,0
2715416,192.0,59.0,M,2.0,65963.1,6.0,9.0,528781940_91456981334,669724251_7145961189_4677,1,2017-06-05 08:11:47,0
2715416,192.0,59.0,M,2.0,65963.1,6.0,9.0,528781940_91456981334,718073749_17301521526_356044,0,2017-04-08 08:46:47,0
2715696,98.0,45.5,U,2.0,167766.33000000002,0.0,3.0,933459930_62710209675,536886518_35585837680_770104,4,2017-04-08 07:48:03,0
2716041,300.0,56.0,U,2.0,96997.14,3.0,6.0,768894565_44395242961,518239963_74986465653_363110,0,2017-04-08 14:33:14,0
2717723,83.0,30.0,U,2.0,32951.82,5.0,8.0,949412682_71166792883,878139726_98131368758_599779,0,2017-05-25 14:47:08,0
2717799,83.0,57.5,U,2.0,71941.98,2.0,5.0,176885214_95269224480,637670097_71554321991_811769,4,2017-04-09 20:50:23,0
2718368,156.0,55.5,F,2.0,121634.61,4.0,7.0,442588796_74212909925,626206923_63301543540_559,4,2017-04-16 21:44:03,0
2720367,96.0,27.0,U,2.0,72393.64,6.0,9.0,173448752_47084226293,106024454_57984502700_991263,4,2017-05-13 22:25:57,0
2720367,96.0,27.0,U,2.0,72393.64,6.0,9.0,173448752_47084226293,966846891_26822963815_110787,4,2017-05-10 14:54:32,0
2720755,92.0,60.0,U,2.0,130873.35,0.0,3.0,27912729_89032747630,460035578_34427352518_887662,0,2017-05-29 22:19:28,0
2722104,171.0,43.0,M,2.0,68825.04999999999,6.0,9.0,141440634_70770575339,348041032_62794557500_273108,0,2017-06-02 15:16:16,0
2722950,66.0,25.5,U,2.0,27404.41,1.0,4.0,672128980_18559804307,254795031_9801052769_936008,4,2017-04-12 12:44:27,0
2723013,179.0,34.0,M,2.0,138478.71,6.0,9.0,384527113_44964679586,463784566_61709970989_58250,0,2017-06-19 18:16:13,0
2723667,180.0,62.0,F,2.0,127409.18,2.0,5.0,41449373_17120239176,781345889_15889196655_64433,0,2017-06-05 12:00:45,0
2725562,138.0,28.0,M,2.0,47445.5,6.0,9.0,780114354_41057621756,286252724_54466063364_561924,4,2017-05-11 16:56:53,0
2725900,284.0,57.0,F,2.0,25100.85,1.0,4.0,916547283_77643289379,381056797_18448419528_443606,0,2017-04-08 14:39:15,0
2726231,91.0,19.5,U,2.0,37275.52,6.0,9.0,578866125_15579260703,347083307_26576414866_871836,4,2017-03-29 20:59:11,0
2726724,313.0,66.0,F,2.0,49545.69,4.0,8.0,822646066_73946124783,956935917_90749559940_37648,0,2017-05-20 15:20:41,0
2729855,113.0,58.0,F,2.0,46956.94,0.0,3.0,253383984_98158187865,715263867_87681075647_596678,3,2017-04-09 13:27:34,0
2730316,115.0,69.0,M,2.0,63566.67,6.0,9.0,231499277_15489926359,571185526_81055557693_795334,4,2017-06-08 19:08:43,0
2731088,82.0,57.5,U,2.0,62953.7,2.0,5.0,89602593_12999792950,18628179_1648972686_427478,2,2017-04-05 11:44:38,0
2731088,82.0,57.5,U,2.0,62953.7,2.0,5.0,89602593_12999792950,913579799_38830738765_639104,4,2017-04-05 11:50:15,0
2731499,57.0,36.5,U,2.0,26526.16,4.0,7.0,467721975_81161705813,124740347_80763095145_707616,1,2017-04-04 12:31:57,0
2731499,57.0,36.5,U,2.0,26526.16,4.0,7.0,467721975_81161705813,965760740_89128056575_699809,4,2017-03-29 14:51:10,0
2733202,143.0,41.5,M,2.0,139889.16999999998,0.0,3.0,776477113_41158251269,928569250_30010949037_930476,4,2017-04-03 18:35:09,0
2733721,167.0,38.5,M,2.0,58909.48,3.0,6.0,65485924_7794326138,458309553_36975080414_239018,4,2017-04-06 07:26:40,0
2735247,204.0,46.5,M,2.0,67104.45,6.0,9.0,781259746_22669300297,630705373_8797628260_540157,4,2017-04-10 19:05:36,0
2735478,78.0,45.5,U,2.0,54543.39,2.0,5.0,127050688_30739774744,871766255_14264259323_871473,4,2017-03-29 12:38:27,0
2735984,283.0,68.5,M,2.0,194762.22,6.0,9.0,254477010_95708180422,243421279_37424361970_495674,4,2017-04-04 20:37:53,0
2738051,211.0,61.5,F,2.0,38098.32,6.0,9.0,114357322_61608502851,371602555_1688222718_795094,4,2017-04-06 12:41:16,0
2738595,226.0,48.5,F,2.0,48210.69,1.0,4.0,30755387_80750815330,993718380_30786466580_405842,4,2017-04-12 19:13:19,0
2740441,270.0,42.0,F,2.0,177030.37,2.0,5.0,361766145_90971469046,658734790_86588516257_533979,1,2017-06-08 16:02:18,0
2741861,73.0,56.5,M,2.0,29591.4,0.0,3.0,491400604_76165543662,343952617_7009825697_429048,4,2017-04-12 23:54:43,0
2743618,109.0,70.0,M,2.0,153515.68,6.0,9.0,697556815_11310301871,699130049_22942540666_416114,0,2017-04-06 13:14:01,0
2743914,143.0,61.0,M,2.0,54194.33,1.0,4.0,393231003_56015237334,597679513_72261841760_118584,3,2017-05-04 11:16:01,0
2744178,180.0,66.0,F,2.0,146471.55,6.0,9.0,235782584_86769674414,139252687_46960215380_241703,1,2017-05-19 15:33:58,0
2744178,180.0,66.0,F,2.0,146471.55,6.0,9.0,624981399_79538893379,671498158_32799721156_167321,0,2017-04-21 12:48:37,0
2744178,180.0,66.0,F,2.0,146471.55,6.0,9.0,235782584_86769674414,67588385_55236272315_6479,0,2017-04-21 12:51:26,0
2744178,180.0,66.0,F,2.0,146471.55,6.0,9.0,310168036_7087554333,921376783_27851463216_366993,4,2017-05-19 15:46:02,0
2744178,180.0,66.0,F,2.0,146471.55,6.0,9.0,716387275_22347429052,955401554_74492190353_803652,0,2017-04-17 10:33:31,0
2744178,180.0,66.0,F,2.0,146471.55,6.0,9.0,83414066_57444001887,956919091_15232801917_476227,0,2017-04-11 23:36:27,0
2744794,154.0,33.5,F,2.0,131506.66,5.0,8.0,804302409_70205549889,563160770_93400684701_811236,4,2017-03-29 12:20:43,0
2744794,154.0,33.5,F,2.0,131506.66,5.0,8.0,804302409_70205549889,773679115_70131960807_366422,0,2017-03-30 10:08:11,0
2746029,84.0,59.0,U,2.0,74548.98999999999,0.0,3.0,656069482_53766141584,897043678_97031705722_677799,4,2017-05-05 09:06:09,0
2746359,65.0,17.5,U,2.0,33573.54,1.0,4.0,338180820_5294723754,53863095_89822190042_248647,4,2017-04-20 20:38:53,0
2746359,65.0,17.5,U,2.0,33573.54,1.0,4.0,338180820_5294723754,907213193_33639518944_632275,2,2017-04-20 10:05:24,0
2746359,65.0,17.5,U,2.0,33573.54,1.0,4.0,338180820_5294723754,927960068_85542483172_924707,0,2017-04-20 00:20:19,0
2746652,178.0,74.0,F,2.0,119795.77,2.0,5.0,416194805_15924741250,776237099_29866742953_793196,1,2017-06-09 12:00:44,0
2746886,93.0,26.0,U,2.0,66238.94,2.0,5.0,61713255_89396342019,719156210_24874285939_580701,2,2017-04-04 20:28:44,0
2747302,259.0,28.0,F,2.0,69712.57,2.0,5.0,503212864_63588617842,371766203_37719188426_548048,4,2017-06-11 12:16:51,0
2747302,259.0,28.0,F,2.0,69712.57,2.0,5.0,503212864_63588617842,585686600_37528595992_138396,0,2017-06-11 12:01:27,0
2747302,259.0,28.0,F,2.0,69712.57,2.0,5.0,778488265_58761787315,747449706_26598317813_293989,4,2017-06-11 15:47:28,0
2747440,251.0,56.5,F,2.0,55011.78999999999,3.0,6.0,757840328_88260439661,311847674_1791638005_310554,4,2017-04-07 15:45:09,0
2747440,251.0,56.5,F,2.0,55011.78999999999,3.0,6.0,757840328_88260439661,943570618_46491223163_479730,4,2017-06-03 17:08:02,0
2748869,80.0,56.0,U,2.0,50235.15,2.0,5.0,469525604_26614598171,216984773_7672853616_20163,1,2017-05-21 14:26:07,0
2748973,34.0,57.0,U,2.0,30630.71,0.0,3.0,682460482_25251946849,238656979_56664284022_505678,0,2017-04-16 23:41:35,0
2748973,34.0,57.0,U,2.0,30630.71,0.0,3.0,682460482_25251946849,244616343_89643112423_787906,1,2017-04-16 19:40:03,0
2749187,147.0,42.5,F,2.0,23792.38,0.0,3.0,412995926_24146820830,258774672_91161929588_159483,4,2017-04-20 14:48:59,0
2751453,189.0,60.0,F,2.0,164658.22999999998,6.0,9.0,216996091_65335337564,342912815_48150491484_910193,0,2017-05-11 19:58:06,0
2751453,189.0,60.0,F,2.0,164658.22999999998,6.0,9.0,216996091_65335337564,37260639_20647880013_623210,0,2017-04-05 20:06:31,0
2751453,189.0,60.0,F,2.0,164658.22999999998,6.0,9.0,216996091_65335337564,92379756_10679038798_979454,0,2017-06-08 21:47:53,0
2753144,72.0,46.5,U,2.0,137869.57,4.0,7.0,333727912_14415805369,114623233_53827926519_56654,0,2017-04-10 08:47:29,0
2753144,72.0,46.5,U,2.0,137869.57,4.0,7.0,416446812_86041834591,377186027_58147551768_225135,4,2017-04-21 11:47:00,0
2753930,169.0,22.5,M,2.0,32415.5,6.0,9.0,190325935_94695616858,1603422_59718011788_618883,4,2017-03-29 15:11:13,0
2753930,169.0,22.5,M,2.0,32415.5,6.0,9.0,627791231_87002566255,89299887_52905026606_440052,1,2017-06-16 03:02:28,0
2754800,198.0,46.5,M,2.0,23800.0,6.0,9.0,323983278_64078950806,303267895_86681712212_465470,4,2017-04-05 11:33:55,0
2754826,253.0,55.0,M,2.0,43629.99,5.0,8.0,636350774_22039693559,250183701_19594121968_931412,4,2017-06-11 14:14:57,0
2754914,165.0,52.0,F,2.0,195067.71,6.0,9.0,582287_65599278389,181570892_16179820514_244742,1,2017-04-10 06:48:58,0
2754914,165.0,52.0,F,2.0,195067.71,6.0,9.0,582287_65599278389,391816488_39975187528_699553,4,2017-05-30 21:15:15,0
2755989,142.0,40.0,M,2.0,115602.46,6.0,9.0,736419783_40108979596,59713998_97404440348_227400,3,2017-04-27 00:40:59,0
2757019,107.0,58.5,F,2.0,179301.06,6.0,9.0,186448409_12071233862,517224655_24105330804_165738,4,2017-03-29 11:28:44,0
2758168,82.0,38.0,U,2.0,28380.86,1.0,4.0,147781742_60187754035,755502701_81033076278_857927,1,2017-04-23 03:00:21,0
2758215,116.0,30.5,M,2.0,27776.73,2.0,5.0,5546530_47141738716,864851120_21020107322_993819,4,2017-04-13 08:02:12,0
2758391,82.0,23.5,U,2.0,35039.99,6.0,9.0,872333690_28003799229,743041517_23714575192_947319,4,2017-04-11 15:47:47,0
2759368,247.0,32.0,F,2.0,33436.34,3.0,6.0,42435106_7259758487,743285391_65524831792_189459,0,2017-05-01 18:38:01,0
2760021,298.0,52.0,F,2.0,26882.91,4.0,7.0,188525550_17981387647,818393586_82810154291_8823,4,2017-05-07 13:31:44,0
2760399,71.0,65.0,U,2.0,80557.42,3.0,6.0,954364358_95376809748,960273396_15066740526_440394,3,2017-04-19 10:35:59,0
2761743,56.0,17.5,U,2.0,26420.95,3.0,6.0,289766164_23419012221,163406930_74170488589_344822,1,2017-04-10 21:07:56,0
2761743,56.0,17.5,U,2.0,26420.95,3.0,6.0,289766164_23419012221,442181075_17561808354_799822,4,2017-04-07 18:08:30,0
2761746,79.0,22.0,U,2.0,45050.34,6.0,9.0,16963979_51029697006,369704931_63194059022_817232,3,2017-04-05 13:28:22,0
2761746,79.0,22.0,U,2.0,45050.34,6.0,9.0,16963979_51029697006,62001431_39356719753_541875,1,2017-04-06 09:03:27,0
2761754,256.0,62.0,M,2.0,36311.09,6.0,9.0,242505956_50709176864,522966140_51505517788_852020,0,2017-06-02 01:00:39,0
2762360,130.0,26.0,F,2.0,37331.52,0.0,3.0,549681447_89466965152,68788960_90841869259_994944,0,2017-05-10 13:46:02,0
2762435,60.0,51.0,U,2.0,54909.63,6.0,9.0,570606839_99115401297,912839106_92414949001_944623,3,2017-05-14 13:17:32,0
2762642,58.0,38.0,U,2.0,27286.92,2.0,5.0,710765917_90350210282,95273663_20853010567_274566,4,2017-05-01 11:47:09,0
2763314,77.0,49.0,U,2.0,36210.66,5.0,8.0,20330308_7572460248,302417595_94499068883_142568,0,2017-06-04 07:15:02,0
2763487,59.0,25.5,U,2.0,29850.97,1.0,4.0,740241929_64377950043,206864208_28662290530_105759,4,2017-03-29 21:07:04,0
2763758,142.0,59.5,F,2.0,29182.97,0.0,3.0,873729140_49163224489,700115056_75933894838_133021,4,2017-04-18 18:02:52,0
2764519,58.0,32.5,U,2.0,50612.21,2.0,5.0,140324637_84481186393,624774893_38535923885_281102,4,2017-04-19 12:44:51,0
2764858,118.0,61.0,F,2.0,36413.43,6.0,9.0,83699528_25547120893,769099528_98719285275_698485,0,2017-04-22 20:49:08,0
2765161,58.0,62.0,U,2.0,30880.06,2.0,5.0,921175448_80719081241,431026064_42357210135_604518,4,2017-05-10 21:05:20,0
2765727,56.0,28.0,U,2.0,34350.97,6.0,9.0,889398753_3620147065,299902480_1198421582_313580,4,2017-05-09 21:10:11,0
2765727,56.0,28.0,U,2.0,34350.97,6.0,9.0,889398753_3620147065,657142649_3782490170_78272,0,2017-04-07 19:33:34,0
2766627,189.0,53.0,F,2.0,32297.0,6.0,9.0,915684106_71261171964,113392289_37899775097_423210,3,2017-05-01 12:53:46,0
2769178,81.0,32.0,U,2.0,207893.97,5.0,8.0,311800298_42677704387,141257627_27411556710_366892,0,2017-04-15 11:04:09,0
2769178,81.0,32.0,U,2.0,207893.97,5.0,8.0,311800298_42677704387,605980412_64651109765_995425,4,2017-05-28 11:39:20,0
2769726,167.0,43.0,F,2.0,35078.42,1.0,4.0,699597703_29272082931,477476433_7753917375_461774,4,2017-06-03 14:51:26,0
2771150,270.0,17.0,M,2.0,28804.77,4.0,7.0,945605144_28486695653,970471648_94457270213_396138,4,2017-06-18 11:36:22,0
2771405,106.0,23.0,F,2.0,50245.77,2.0,5.0,646695475_80010513838,256536302_64553373368_15808,0,2017-04-15 22:02:18,0
2771409,182.0,74.5,M,2.0,129374.74,5.0,9.0,839140906_11535007667,19731858_36217026433_923958,4,2017-04-28 18:42:54,0
2772837,85.0,38.0,U,2.0,78142.26999999999,2.0,5.0,420616102_26032963480,512172239_66449772752_202428,2,2017-03-30 12:40:41,0
2772837,85.0,38.0,U,2.0,78142.26999999999,2.0,5.0,754399341_25930649122,713233992_75592079130_115556,4,2017-06-13 18:19:22,0
2773493,138.0,53.0,F,2.0,107131.84,0.0,3.0,904747896_24903072047,675965892_22316220035_35234,4,2017-06-18 17:30:30,0
2773934,300.0,70.5,F,2.0,27866.02,1.0,4.0,105945754_52837539413,567570277_95976391438_985030,4,2017-04-05 13:42:36,0
2774213,59.0,60.0,U,2.0,125888.3,3.0,6.0,233512250_21090805287,178010241_36673421302_145238,4,2017-06-08 03:09:38,0
2776862,102.0,65.0,U,2.0,69393.79000000001,6.0,9.0,515735045_37928286266,620695635_36601408475_150678,3,2017-04-06 07:52:32,0
2776862,102.0,65.0,U,2.0,69393.79000000001,6.0,9.0,515735045_37928286266,70898963_87431304174_627498,0,2017-04-06 09:14:26,0
2778415,178.0,23.5,F,2.0,101200.65,0.0,3.0,882587782_99725072390,222266429_75129261748_183425,4,2017-04-08 20:57:08,0
2778428,70.0,23.5,U,2.0,25308.91,1.0,4.0,724598375_61351045261,396602787_6450203603_964841,4,2017-04-05 19:07:47,0
2779383,142.0,52.5,F,2.0,55450.52,0.0,3.0,188992768_78287022322,347387482_11608274605_638437,4,2017-04-08 19:26:08,0
2779383,142.0,52.5,F,2.0,55450.52,0.0,3.0,188992768_78287022322,945648197_60296062625_974320,1,2017-04-10 18:03:41,0
2779909,232.0,53.0,F,2.0,212453.58,4.0,7.0,634275183_91400427719,220864890_93406039841_974789,0,2017-05-31 20:21:58,0
2780782,166.0,35.5,F,2.0,46681.64,1.0,4.0,451869021_9321230965,944603822_63383363386_25384,4,2017-04-02 12:06:54,0
2781011,201.0,49.0,F,2.0,209589.55,4.0,9.0,642997480_58522312821,825224010_50018411974_530460,4,2017-05-30 17:28:45,0
2781778,84.0,25.0,U,2.0,104621.2,6.0,9.0,622794175_97321326426,104604981_52018008817_489927,1,2017-04-06 17:40:23,0
2781778,84.0,25.0,U,2.0,104621.2,6.0,9.0,16225703_28125830634,662227743_59333133820_941891,3,2017-03-29 18:55:53,0
2782008,76.0,26.0,U,2.0,67533.32,6.0,9.0,548349125_34181364476,231451158_22623195539_947751,4,2017-06-03 20:39:08,0
2782008,76.0,26.0,U,2.0,67533.32,6.0,9.0,548349125_34181364476,344335900_52916619864_245892,3,2017-03-29 12:41:39,0
2782008,76.0,26.0,U,2.0,67533.32,6.0,9.0,548349125_34181364476,62061819_21039902083_359004,3,2017-03-29 12:01:52,0
2782058,95.0,25.5,U,2.0,71706.4,1.0,4.0,309422910_16626748137,853786559_54893383582_950213,4,2017-04-11 17:20:11,0
2782533,73.0,26.5,U,2.0,52298.66,6.0,9.0,810370952_89412238580,5509917_15424588021_110945,4,2017-04-19 21:11:37,0
2782815,96.0,43.5,U,2.0,168831.55,5.0,8.0,577492981_70539577889,616918952_64583908154_997182,4,2017-04-06 06:01:06,0
2782820,160.0,66.5,F,2.0,79882.98999999999,2.0,5.0,637086517_24811937041,157750229_25234674164_128042,4,2017-06-09 08:54:02,0
2782820,160.0,66.5,F,2.0,79882.98999999999,2.0,5.0,637086517_24811937041,235125387_58185106372_615128,1,2017-04-18 12:59:11,0
2782863,72.0,27.5,U,2.0,156883.96999999997,6.0,9.0,825089050_51564590736,165912187_14706456048_772494,0,2017-04-09 14:18:08,0
2782863,72.0,27.5,U,2.0,156883.96999999997,6.0,9.0,39401075_38512028561,273083521_82074998404_156498,4,2017-04-16 20:46:56,0
2782863,72.0,27.5,U,2.0,156883.96999999997,6.0,9.0,825089050_51564590736,338462060_4641097504_977297,0,2017-04-18 09:55:48,0
2783648,79.0,58.0,U,2.0,61343.27,1.0,4.0,625530550_1115105776,990039677_74571332815_711745,1,2017-04-02 15:02:50,0
2785619,73.0,58.0,U,2.0,36235.68,1.0,4.0,116126836_79528319631,222190221_24417564279_836760,3,2017-04-02 21:44:43,0
2785619,73.0,58.0,U,2.0,36235.68,1.0,4.0,941054402_62967674128,23729211_59852781545_463515,4,2017-06-10 10:32:02,0
2785619,73.0,58.0,U,2.0,36235.68,1.0,4.0,941054402_62967674128,364425263_47111067397_343060,2,2017-06-10 10:26:21,0
2785779,74.0,29.0,U,2.0,53189.97,4.0,7.0,448408114_19579090972,574725720_31014282849_313108,4,2017-06-07 08:24:50,0
2786042,83.0,69.0,U,2.0,36058.3,2.0,5.0,529061630_18539188985,447054360_63040456152_513545,0,2017-04-02 13:05:48,0
2786042,83.0,69.0,U,2.0,36058.3,2.0,5.0,670525693_65677581018,541042431_58632471940_583390,4,2017-05-05 11:50:40,0
2786226,191.0,38.0,F,2.0,26478.26,1.0,4.0,816399917_75886160909,894285906_57411354927_998993,0,2017-04-09 12:33:40,0
2786437,178.0,44.5,M,2.0,85329.95,1.0,4.0,628784389_26778785734,975422386_52597094808_450924,4,2017-04-13 11:13:16,0
2787015,194.0,66.0,F,2.0,45127.74,4.0,7.0,876034689_14030498836,331666832_18751235153_361589,1,2017-06-07 17:36:58,0
2787049,346.0,66.5,M,2.0,51545.99,2.0,5.0,525813906_38294954095,511277358_50389966823_994195,4,2017-03-22 12:32:29,0
2787096,95.0,34.0,U,2.0,34269.36,6.0,9.0,129194154_11779557737,235819622_71919857247_711895,4,2017-06-14 21:26:06,0
2787237,155.0,65.0,M,2.0,212335.03,0.0,3.0,380595126_87581264459,919559058_35097283770_381926,0,2017-03-31 13:38:15,0
2787270,57.0,33.5,M,2.0,93151.29,6.0,9.0,816382194_35016985760,793014382_2737394542_647471,4,2017-04-09 12:09:10,0
2787388,337.0,27.0,M,2.0,112818.94,2.0,5.0,649366883_57469687218,131433945_81573513202_350048,4,2017-06-02 13:56:39,0
2787673,169.0,36.0,M,2.0,79036.51,0.0,3.0,650421378_4064442702,450457478_60239359446_610697,1,2017-06-11 13:57:23,0
2788940,60.0,57.0,U,2.0,55527.37,3.0,6.0,660576859_64183090962,147671721_9155402618_808450,0,2017-04-13 10:45:08,0
2789495,113.0,53.0,F,2.0,60489.76,0.0,3.0,849937730_73710892462,960708038_29654842054_584909,4,2017-05-01 14:45:51,0
2790105,208.0,55.0,F,2.0,41778.36,5.0,8.0,937972462_3109366735,439711236_96377336589_431360,1,2017-04-09 09:50:11,0
2790569,110.0,53.0,M,2.0,30582.11,2.0,5.0,170101344_80927856266,13776016_59242142010_718274,2,2017-05-08 12:51:06,0
2790569,110.0,53.0,M,2.0,30582.11,2.0,5.0,898875446_73578301668,60133487_9130631207_863146,4,2017-05-21 17:26:12,0
2790712,71.0,25.5,U,2.0,31571.08,2.0,5.0,196191183_56883954291,205823442_40840306297_121427,4,2017-03-17 20:15:39,0
2790712,71.0,25.5,U,2.0,31571.08,2.0,5.0,196191183_56883954291,71186050_78980623735_616901,1,2017-03-20 10:55:50,0
2791395,118.0,56.0,M,2.0,120635.71,6.0,9.0,733471213_75465686364,510669073_99250229862_773254,4,2017-06-17 17:28:03,0
